Title,Artist,Year,Link
Teacup (one of a pair),,1820,http://www.metmuseum.org/art/collection/search/814804
Statue of a recumbent lion,Antonio Canova|Anonymous,1825,http://www.metmuseum.org/art/collection/search/814811
The market on the Molo in Venice,Canaletto (Giovanni Antonio Canal),1735,http://www.metmuseum.org/art/collection/search/814812
Frieze with Birds,Henri Le Roy,1595,http://www.metmuseum.org/art/collection/search/814813
The façade of the Palazzo Ducale,Canaletto (Giovanni Antonio Canal),1735,http://www.metmuseum.org/art/collection/search/814814
Piazza San Marco with the Procuratie Nuove on the left and the church of San Geminiano in the background,Canaletto (Giovanni Antonio Canal),1735,http://www.metmuseum.org/art/collection/search/814815
Christ turning wine into water at the wedding at Cana,Jacopo Bassano (Jacopo da Ponte)|Pietro Monaco,1743,http://www.metmuseum.org/art/collection/search/814824
"Atget, Photographe de Paris",Berenice Abbott|E. Weyhe|Eugène Atget|Pierre Mac Orlan,1930,http://www.metmuseum.org/art/collection/search/814825
Jacob guarding Laban's flock,Jacopo Bassano (Jacopo da Ponte)|Theodore Cruger,1613,http://www.metmuseum.org/art/collection/search/814826
The Good Samaritan,Pietro Monaco|Jacopo Bassano (Jacopo da Ponte),1743,http://www.metmuseum.org/art/collection/search/814827
Christ and Saint Peter,Anonymous|Mariette|Federico Barocci,1743,http://www.metmuseum.org/art/collection/search/814828
"[Crystal Palace, Two Views, Interior and Exterior]",Negretti & Zambra,1850,http://www.metmuseum.org/art/collection/search/814829
The Descent from the Cross,Federico Barocci|Francesco Villamena,1606,http://www.metmuseum.org/art/collection/search/814830
"Crucifixion with the Virgin Mary and Saint John the Evangelist, angels overhead",Gijsbert Van Veen|Federico Barocci|Matteo Florimi,1588,http://www.metmuseum.org/art/collection/search/814836
"The Ascension, with Christ standing atop a rock at center",Federico Barocci|Cornelis Bloemaert,1588,http://www.metmuseum.org/art/collection/search/814837
The Descent from the Cross,Federico Barocci|Charles David,1615,http://www.metmuseum.org/art/collection/search/814838
The Lion from Animals album cards (W212),,1900,http://www.metmuseum.org/art/collection/search/814839
The Wolf from Animals album cards (W212),,1900,http://www.metmuseum.org/art/collection/search/814841
Royal Tiger from Animals album cards (W212),,1900,http://www.metmuseum.org/art/collection/search/814843
Musk Ox from Animals album cards (W212),,1900,http://www.metmuseum.org/art/collection/search/814844
Am. Buffalo from Animals album cards (W212),,1900,http://www.metmuseum.org/art/collection/search/814845
Lynx from Animals album cards (W212),,1900,http://www.metmuseum.org/art/collection/search/814847
The Entombment,Philippe Thomassin|Federico Barocci,1589,http://www.metmuseum.org/art/collection/search/814849
"Album 534, Page 108",,1900,http://www.metmuseum.org/art/collection/search/814850
Am. Panther from Animals album cards (W212),,1900,http://www.metmuseum.org/art/collection/search/814851
Virginia Deer from Animals album cards (W212),,1900,http://www.metmuseum.org/art/collection/search/814852
The Entombment,Federico Barocci|Giovanni Temini,1617,http://www.metmuseum.org/art/collection/search/814853
(Rabbits) from Animals album cards (W212),,1900,http://www.metmuseum.org/art/collection/search/814854
"Album 534, Page 109",,1900,http://www.metmuseum.org/art/collection/search/814855
Our Feathered Favourites (America) wrapper for Birds album cards (W211),,1860,http://www.metmuseum.org/art/collection/search/814856
Frieze with Birds,Henri Le Roy,1595,http://www.metmuseum.org/art/collection/search/814859
The Snowy Owl from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814861
Frieze with Birds,Henri Le Roy,1595,http://www.metmuseum.org/art/collection/search/814862
The Blackcap from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814864
"Album 534, Page 110",,1860,http://www.metmuseum.org/art/collection/search/814866
The Great Owl from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814871
The Song Thrush from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814872
Frieze with Birds,Henri Le Roy|Herman Weyen,1638,http://www.metmuseum.org/art/collection/search/814873
"The Virgin and Child with Saints Anne, John the Baptist, Zeno, and Anthony",Johann Jakob Frey the Elder|Antonio Balestra,1739,http://www.metmuseum.org/art/collection/search/814874
The Turtle Dove from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814875
The Bullfinch from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814876
Frieze with Birds,Herman Weyen|Henri Le Roy,1638,http://www.metmuseum.org/art/collection/search/814877
"Album 534, Page 111",,1900,http://www.metmuseum.org/art/collection/search/814878
The Greenfinch from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814880
The Greenfinch from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814881
The Dove from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814882
The Golden Eagle from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814883
"Album 534, Page 112",,1900,http://www.metmuseum.org/art/collection/search/814884
The Gannet from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814885
The Merlin from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814886
The Crane from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814887
Frieze with Birds,Herman Weyen|Henri Le Roy,1638,http://www.metmuseum.org/art/collection/search/814888
The Stormy Petrel from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814889
"Album 534, Page 113",,1900,http://www.metmuseum.org/art/collection/search/814890
Frieze with Birds,Herman Weyen|Henri Le Roy,1638,http://www.metmuseum.org/art/collection/search/814891
The Stork from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814892
The Guillemot from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814893
The Puffin from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814895
Mocking Bird from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814896
,,1890,http://www.metmuseum.org/art/collection/search/814897
"Album 534, Page 114",,1900,http://www.metmuseum.org/art/collection/search/814898
The Peregrine Falcon from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814910
The Nightingale from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814911
The Sparrow Hawk from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814912
The Humming Bird from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814913
"Album 534, Page 115",,1900,http://www.metmuseum.org/art/collection/search/814916
"Album 534, Page 116",,1900,http://www.metmuseum.org/art/collection/search/814917
"Album 534, Page 117",,1900,http://www.metmuseum.org/art/collection/search/814918
"Album 534, Page 118",,1900,http://www.metmuseum.org/art/collection/search/814919
The Linnet from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814920
The Swallow from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814921
The Yellowhammer from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814922
The Baltimore Oriole from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814925
"Album 534, Page 119",,1900,http://www.metmuseum.org/art/collection/search/814926
"Album 534, Page 120",,1900,http://www.metmuseum.org/art/collection/search/814927
The Canary from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814928
The Robin from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814936
The Blackbird from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814937
The Mocking Bird from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814938
"Album 534, Page 121",,1900,http://www.metmuseum.org/art/collection/search/814939
"Album 534, Page 122",,1900,http://www.metmuseum.org/art/collection/search/814940
The Cuckoo from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814941
The Yellow Bird from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814942
Blue & Long Tailed Titmouse from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814943
The Bob-O-Link  from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814945
Blue & Long Tailed Titmouse from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814946
The Whip-Poor-Will from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814949
The Golden Crested Wren from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814950
The Blue Bird from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814951
"Album 534, Page 123",,1900,http://www.metmuseum.org/art/collection/search/814952
"Album 534, Page 124",,1900,http://www.metmuseum.org/art/collection/search/814953
"Album 534, Page 125",,1900,http://www.metmuseum.org/art/collection/search/814954
"Album 534, Page 126",,1900,http://www.metmuseum.org/art/collection/search/814955
The Whitethroat from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814956
The Belted King-Fisher from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814957
The Robin from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814958
The Wren from Birds album cards (W211),,1900,http://www.metmuseum.org/art/collection/search/814959
Frieze with Birds,Herman Weyen|Henri Le Roy,1638,http://www.metmuseum.org/art/collection/search/814961
"Album 534, Page 106",,1900,http://www.metmuseum.org/art/collection/search/814962
A statue of Marcus Curtius on horseback,Etienne Fessard|Jacopo Bassano (Jacopo da Ponte),1737,http://www.metmuseum.org/art/collection/search/814965
"Christ calling Saint Andrew, who kneels before him on a beach, and Saint Peter, who climbs out of a boat at right",Federico Barocci|Adriaen Collaert,1590,http://www.metmuseum.org/art/collection/search/814967
"Good Things for Fall and Holiday Selling: Men's Garters in Christmas Boxes, Knives for Men and Boys, Safety Razors and Combination Sets, Thermos Bottles and Carafes, Soldier's Kits, Shoe Polishes","Carson, Pirie, Scott & Co.",1918,http://www.metmuseum.org/art/collection/search/814968
Column Structure VIII,Robert Mangold,2006,http://www.metmuseum.org/art/collection/search/814971
The rest on the flight into Egypt,Francesco Brizio|Correggio (Antonio Allegri),1600,http://www.metmuseum.org/art/collection/search/814972
[Venetian Palace],Domenico Bresolin,1850,http://www.metmuseum.org/art/collection/search/814973
[Venetian Palace],Domenico Bresolin,1850,http://www.metmuseum.org/art/collection/search/814974
[Venetian Palace],Domenico Bresolin,1850,http://www.metmuseum.org/art/collection/search/814975
Figure from the Sistine Chapel,Adamo (Ghisi) Scultori|Michelangelo Buonarroti,1580,http://www.metmuseum.org/art/collection/search/814977
Figure from the Sistine Chapel,Michelangelo Buonarroti|Adamo (Ghisi) Scultori,1580,http://www.metmuseum.org/art/collection/search/814978
Figure from the Sistine Chapel,Michelangelo Buonarroti|Adamo (Ghisi) Scultori,1580,http://www.metmuseum.org/art/collection/search/814979
Figure from the Sistine Chapel,Adamo (Ghisi) Scultori|Michelangelo Buonarroti,1580,http://www.metmuseum.org/art/collection/search/814980
Figure from the Sistine Chapel,Adamo (Ghisi) Scultori|Michelangelo Buonarroti,1580,http://www.metmuseum.org/art/collection/search/814981
Figure from the Sistine Chapel,Adamo (Ghisi) Scultori|Michelangelo Buonarroti,1580,http://www.metmuseum.org/art/collection/search/814982
Figure from the Sistine Chapel,Michelangelo Buonarroti|Adamo (Ghisi) Scultori,1580,http://www.metmuseum.org/art/collection/search/814983
Figure from the Sistine Chapel,Michelangelo Buonarroti|Adamo (Ghisi) Scultori,1580,http://www.metmuseum.org/art/collection/search/814984
Figure from the Sistine Chapel,Michelangelo Buonarroti|Adamo (Ghisi) Scultori,1580,http://www.metmuseum.org/art/collection/search/814985
Figure from the Sistine Chapel,Michelangelo Buonarroti|Adamo (Ghisi) Scultori,1580,http://www.metmuseum.org/art/collection/search/814986
Foreboding,Rockwell Kent,1926,http://www.metmuseum.org/art/collection/search/815002
"Audience given by Pope Pius V to Cosimo I, Duke of Tuscany","Giovanni Ambrogio Brambilla|Pope Pius V|Cosimo I de' Medici, Grand Duke of Tuscany",1575,http://www.metmuseum.org/art/collection/search/815007
Allegorical scene with a sacrificial lamb,Giovanni Battista Bonacina|Pietro da Cortona (Pietro Berrettini),1640,http://www.metmuseum.org/art/collection/search/815008
Portrait of Marc'Antonio Cusano,Cesare Fiori|Giovanni Battista Bonacina,1640,http://www.metmuseum.org/art/collection/search/815010
"A lion atop a fallen horseman at right, with two other soldiers at left",Ercole Procaccini II|Giovanni Battista Bonacina,1640,http://www.metmuseum.org/art/collection/search/815011
"The Holy Family at right, with the infant Saint John the Baptist, Elizabeth, Zacharias, and an angel at left",Pieter de Jode II|Titian (Tiziano Vecellio)|Anthony Bonenfant,1631,http://www.metmuseum.org/art/collection/search/815018
Shell Sleigh #3847,Brewster & Co.,1884,http://www.metmuseum.org/art/collection/search/815022
